SongName	COUNT(*)
Numb	2
Stay	8
Without You	12
Cradle Of Love	5
Schnappi, das kleine Krokodil - Kids-Version	3
I'll Meet You Halfway	3
Rhythm Is A Dancer - 7" Edit	1
Jump In My Car	2
Versace on the Floor	8
Tossin' And Turnin'	1
Nightshift	3
Heart of Gold - 2009 Remaster	1
Kung Fu Fighting	2
American Woman	2
Call You Mine (feat. Bebe Rexha)	1
This Time I Know It's For Real	3
Night	3
What I Like About You	2
Red Lights	3
Only Love Can Hurt Like This	3
Don't Be Cruel	3
The Scientist	3
It Must Be Love	1
Freedom! '90 - Remastered	1
Get Her Back	1
Funny Face	3
The Power Of Love	14
Daydream Believer	1
Harden My Heart	1
Planet Earth - 2010 Remaster	3
Danger Zone - From "Top Gun" Original Soundtrack	2
On The Floor - Radio Edit	3
Everybody	5
Primadonna	4
Come Back and Shake Me	3
Leave Me Lonely	1
Cool for the Summer	1
Mary, Mary	5
Dreams	1
Hey There Delilah	3
Right Here Waiting	2
Show Me the Meaning of Being Lonely	1
What About Us?	2
Pretty Girls	1
There's Nothing Holdin' Me Back	3
That Sunday, That Summer	2
Wonderful	1
Galvanize - Edit	7
The Business	7
Can't Help Falling in Love	2
Do the Clam	1
Ciao Adios	2
Hey Now	6
SexyBack (feat. Timbaland)	1
Rhinestone Cowboy	1
So Good	4
Bad Boys (Theme from COPS)	4
Sunlight	2
I'm A Boy - Mono Version	3
I'm Like A Bird	3
In2	1
Before the Worst	3
Let's Twist Again	2
Wrecking Ball	6
Lights	4
Learn to Fly	3
Nobody but Me	3
Beauty And A Beat	3
Whatta Man (feat. En Vogue) - EP Version	3
Hey Little Cobra	3
Spaceman	3
And She Was - 2005 Remaster	3
(I Don't Know Why) But I Do	2
Would I Lie to You? - Remastered Version	2
Not Me, Not I	3
Ocean Drive	2
It's Over	7
Did It Again	1
Universally Speaking	2
Mrs. Robinson	3
How Do You Do	2
Turn Up Your Radio	3
Delilah	1
Something	2
GDFR (feat. Sage the Gemini & Lookas)	3
Heaven & Hell - US Single Version	4
Something I Need	1
All For You	7
No Sense - 2011 Remastered	1
Sexy (Is The Word)	3
You Are The Reason - Duet Version	1
All We Ever Do Is Say Goodbye	1
Beyond the Sea	1
Hello, Dolly!	2
Pump It	1
Stitches	4
Love Is on the Way	1
21 Guns (feat. Rebecca Naomi Jones, Christina Sajous, Mary Faber, Stark Sands, John Gallagher Jr., Michael Esper, The American Idiot Broadway Company)	2
1234	5
Take My Breath Away - Love Theme from "Top Gun"	3
(What A) Wonderful World - Remastered	2
Raise Your Glass	7
Black & Gold - Radio Edit	3
The Greatest Show	4
People Everyday - Metamorphosis Mix	7
Modern Love - 1999 Remaster	2
Red Roses for a Blue Lady (Rerecorded)	2
My Sacrifice	1
Quit Playing Games (With My Heart)	4
Djapana - Radio Mix	3
Small Town	3
Because of You	3
You Were Right	2
We're Not Gonna Take It	3
Surrender	4
Don't Let Me Be Yours	3
Trembling Hands	2
Me Too	4
Footloose - From "Footloose" Soundtrack	3
Ocean Avenue	2
22	5
Renegades	1
Yesterday Man	4
Mendocino	4
Forever In Blue Jeans	2
Tennessee Flat Top Box - 1988 Version	2
Classic	3
It's Just Not Cricket	1
One Thing	2
Elevation	2
Hand in My Pocket - 2015 Remaster	2
Neutron Star Collision (Love Is Forever) - Soundtrack Version	1
Age of Reason	1
Emotion	2
Only the Good Die Young	4
Life in the Fast Lane - 2013 Remaster	3
Feeding Line	1
Blame It on Me	2
I Love a Rainy Night	2
Maneater	4
Darktown Strutters Ball - Live-2017 Remaster	1
Latch	2
Rude Boy	2
Fresh Eyes	1
Jackie Chan	1
Grenade - Acoustic	1
Daddy's Home - 2003 Remaster	2
Faithfully	3
Be Mine!	3
Sad Girl Summer	2
Peer Pressure (feat. Julia Michaels)	2
You Were On My Mind	3
Superstylin'	2
Never Ever	2
Hollywood Seven	5
Loud	2
Hang On Sloopy	1
You Know I'm No Good	1
Gotta Get Away	2
Thong Song	5
Ashes to Ashes - 2017 Remaster	2
Baby, You Got What It Takes	3
(Love Is) Thicker Than Water	3
Man in the Mirror	1
Turn Around (5,4,3,2,1)	2
Sway My Way (with Amy Shark)	5
The Ocean (feat. Shy Martin)	1
Barbie Girl	2
In the Name of Love	2
Cold Heart - PNAU Remix	4
Among My Souvenirs	3
What's Up?	1
Reeling In The Years	3
Universe	1
Break Me Shake Me	1
Beating Heart	4
Talk Like That	4
I'm Not The Only One	1
The Goondiwindi Grey	1
It's Time	4
You're The One That I Want - From “Grease”	4
Stingray	1
Waves	1
500 Miles Away from Home	3
Band of Gold	2
Everybody's Got To Learn Sometime	1
American Girl	5
Too Big - 2017 Remaster	1
The Things We Do For Love	1
Million Voices - Radio Edit	2
Untitled (How Could This Happen to Me?)	2
Hello	5
Constantly (L'Edera) - 2007 Remaster	2
I Just Had Sex	3
Freaky Friday (feat. Chris Brown)	1
I Won't Tell a Soul	3
One More Time	4
Run the World (Girls)	1
A Good Heart	1
Salt	1
Memories	3
Drown (feat. Clinton Kane)	2
Informer	1
Don't You Want Me - Edit	4
The Ghost Inside	3
Pink Houses	4
This Love	5
I Just Don't Know What To Do With Myself	1
Rise & Fall (feat. Sting)	3
You	5
The Message	2
Itchycoo Park (2012 Mono Remaster)	2
Like an Animal	2
California Dreamin'	1
And I Love Her - Remastered	3
Handy Man	1
Ain't Been Done	3
Under Cover of Darkness	3
Shout It Out	3
Shapes of Things	4
Never Can Say Goodbye	2
Da Funk - Radio Edit	1
Cleanin' Out My Closet	2
The Greatest	1
You Say	2
Another Saturday Night	4
The River of Dreams	4
Thank You	4
You Shook Me All Night Long	1
Only One	3
Hey Sexy Lady	2
Laugh Now Cry Later (feat. Lil Durk)	3
You Talk Too Much	3
Currency	3
Confidence	4
Out Of The Woods	2
Dare Me	1
Little Me	2
You've Never Been This Far Before	4
To Be with You - 2010 Remastered Version	2
FOH	2
Wild Heart	3
Don't Stand So Close To Me - Remastered 2003	1
Passenger	2
Together We Are Beautiful	2
I Need Your Body	1
Bang Bang	4
Waterloo	2
Lovesong	1
St. Elmos Fire (Man in Motion)	3
Ernie (The Fastest Milkman in the West)	1
Love You So	2
Loose Ends (feat. G Flip)	3
Kill This Love	5
Show Me Heaven - From "Days Of Thunder" Soundtrack	1
La La	1
Sitting on Top of the World	2
High On Me	2
1000 Stars	4
Love Letters	3
Follow You Down	1
Me and Bobby McGee	2
Hey Porsche	4
Rockit	2
Relax	3
Rhythm Of Love	2
Every Morning - Remastered	1
Life Of The Party	3
Teenager Of The Year	2
Wish You The Best	3
ME! (feat. Brendon Urie of Panic! At The Disco)	1
It Must Be Him	1
Get A Life	2
Ghost	8
Just the Way You Are	2
When I'm With You	2
I Knew You Were Waiting (For Me)	2
Shadow of the Day	1
Love Someone	3
All Night	2
Money	1
You Ruin Me	1
Me and You and a Dog Named Boo	4
Black Beatles	4
Adam's Song	5
Firefly	6
The Real Thing	1
Suddenly I See	6
Mission Bell	1
Be the One	2
Drive	5
Listen to Your Heart (feat. Edmée) - Furious F. Radio Edit	2
SoulMate	2
Tie a Yellow Ribbon Round the Ole Oak Tree (feat. Tony Orlando)	2
Hey Ya! - Radio Mix / Club Mix	1
Shape I'm In	1
Khe Sanh	1
11th Dimension	2
Hair	1
What Lovers Do (feat. SZA)	7
Bonfire Heart	1
Don't You Know Who I Am? - Remastered	1
California - Tchad Blake Mix	2
Rehab	2
Stomp! - Single Version	1
Heartbeat	2
MONTERO (Call Me By Your Name)	4
Simple Kind Of Life	3
Summer Nights - From “Grease” Soundtrack	1
Survivor	4
The Story	1
Neither One of Us (Wants to Be the First to Say Goodbye)	2
Tell Me	3
Fader	2
65 Mustang	3
(Say) You're My Girl	4
Mistake	5
Peace Train	4
Candle In The Wind	1
Jungle Love	4
Get Outta My Dreams, Get into My Car	2
I Want You To Know	3
Even Flow	3
I Would Like	1
Shameless	1
I Know What You Did Last Summer	4
Company	3
Somebody That I Used To Know	2
Running	3
Treat Her Right	2
Along Came Jones	3
Always Look On The Bright Side Of Life	1
Because the Night	2
My Oh My (feat. DaBaby)	1
Onion Skin	5
I Can't Stop Loving You	1
Burn	6
Bad Boys	1
Lady Willpower	3
I Know Him So Well	2
2 Hearts	4
Gorgeous	3
Papercuts (feat. Vera Blue)	4
Hopelessly Devoted To You - From “Grease” Soundtrack	1
Writing's On The Wall - From "Spectre" Soundtrack	3
Baby Got Back	3
Magic - Single Version	2
Footsteps	7
Brick	1
Day and Night	1
The Times They Are A-Changin'	1
On My Mind	5
SNAP	4
Set Adrift On Memory Bliss	1
Don't Expect Me to Be Your Friend	3
I Wanna Rock	1
Get Ready for This	3
Sunny Came Home	2
Long Cool Woman (In a Black Dress) - 1999 Remaster	3
If I Were a Carpenter	6
Peaceful Easy Feeling - 2013 Remaster	2
I Love Your Smile	3
Big Girls Don't Cry (Personal)	3
Blue Velvet	2
Delta Dawn	2
Shimmer	1
Holiday Rap - Version 1986	1
No Money	3
Lovefool - Radio Edit	3
Black Fingernails, Red Wine	1
Torn	2
A Beautiful Lie	2
Our Time Now	2
You should be sad	2
I Miss You	2
S.O.S.	2
Don't Let Go (Love)	5
Redbone	2
Having a Party	2
Tsunami (Jump) [feat. Tinie Tempah]	1
Roses	2
Sea of Love - 2006 Remaster	2
Kiss Kiss	2
Close To Me	1
Say Goodbye	2
Getaway Car	5
The Happening	2
Push It	3
All the Wrong Places - Radio Edit	3
Down With The Trumpets	2
Young Hearts Run Free	3
Glorious (feat. Skylar Grey)	2
1973	5
Mr. Big Stuff	4
Jealous	2
She Cried	1
Step by Step	3
Ain't No Doubt	1
Forever (feat. Post Malone & Clever)	2
1996	2
Love Is Like Oxygen	6
I Try	6
Soul Revival	2
Band On The Run - 2010 Remaster	2
Taller, Stronger, Better - Radio Mix	2
Mi Gente	4
Higher (feat. iann dior)	1
Honey	1
The Last Time	1
Careless	1
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio	2
All the Lovers	2
My Deepest Darkest Friend	1
Bring It All Back	4
Bad Medicine	5
Easy Lover	2
With A Little Help From My Friends	2
Chase That Feeling	3
Spice Up Your Life	1
Macarena - Radio Mix	2
Read All About It	3
If I Never See Your Face Again - Featuring Rihanna	3
You Win Again	2
Lush Life	4
Phazing (feat. Rudy)	2
In Your Arms	3
Long Tall Texan	2
Chances	4
Lay Your Love on Me	1
God Gave Rock 'N' Roll To You II	3
Born Free	4
Hard To Handle	3
Wake Me Up	3
I Like Love (I Love Love) - Radio	3
All I Have (feat. LL Cool J)	2
Haven't Met You Yet	2
Animal Rights - Radio Edit	1
Room Full of Roses	4
I'm Outta Love	5
20 Miles	1
A million little colors	1
All These Things That I've Done	3
Be Alright	5
Lay It All on Me (feat. Ed Sheeran)	6
Outlines - Radio Edit	2
Party Lights	1
Twilight Zone	6
SOS	3
Hair (Rerecorded)	3
I Wanna Know	1
Like Toy Soldiers	2
Good Times Roll	1
Are 'Friends' Electric?	2
All I Have to Give	5
She's Like A Comet	1
This Is My Song	4
Plush	2
Cotton Fields	4
Surfin' USA	1
Drunk in Love (feat. Jay-Z)	2
The Horses	2
Sugar Me	1
Bye Bye Baby	4
Bloom	3
The Best Thing (2008) - Radio Edit	5
Sober	4
God is a woman	1
This Love of Mine	4
Stuck with U (with Justin Bieber)	1
Take A Bow	3
Mama	7
Don't Forget About Us	1
Crystalised	4
When I Was Young	5
The Buzz (feat. Mataya & Young Tapz)	2
Don't Leave Me This Way	2
Insomnia	3
Princess of China - Radio Edit	1
Girl, You'll Be A Woman Soon	3
I Could Easily Fall (In Love with You)	3
867-5309 / Jenny	2
7 Days and One Week - Radio Edit	1
I Won't Back Down	3
Cooler Than Me - Single Mix	1
Capital Letters	6
Dog Days Are Over	4
Bust A Move	1
He's Gonna Step On You Again - 2014 Remastered Version	1
I'm The Leader Of The Gang (I Am)	1
Wouldn't Change a Thing	2
Everlovin' Man	2
Headlights (feat. Ilsey)	5
Easy	8
LIKE I WOULD	1
The One Who Really Loves You - Single Version	2
Black Hole	2
Shandi	2
Oh (feat. Ludacris)	5
Slow	1
How You Remind Me	5
Black Is Black	2
Applause	2
Wheels	8
Sucker DJ (I Will Survive)	2
Amoureuse	3
Love Really Hurts Without You	1
Desire	5
Little Children	1
Stop The Cavalry	1
Tear It Down	2
Hello Me	3
Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini	2
Her Royal Majesty	3
Real Love x Sunchyme (feat. Jess Glynne) [VIP Mash-up]	2
Pump It Up	2
Couldn't Get It Right	2
My Kind of Girl	3
Anna Sun	1
Brand New Day	3
Can We Pretend (feat. Cash Cash)	1
Raining In My Heart	3
When I Fall in Love	3
Dead And Gone	4
Blended Family (What You Do For Love) (feat. A$AP Rocky)	5
Paper Tiger	4
Running Scared	3
Don't Dream It's Over	6
Soul Limbo	3
Yours	2
Joker And The Thief	1
There's Nothing I Won't Do	2
I Want To Be Straight	3
In My Feelings	2
Australia	1
Chained To You	5
Switch Me On	1
Overkill	3
Only Sixteen	2
Against The Wind	4
All Good Things (Come To An End)	2
Mashed Potato	1
She's a MOD	2
Can You Feel The Love Tonight	3
Monsters (feat. Demi Lovato and blackbear)	3
White Men Can't Jump	2
Some Kind of Bliss - Radio Edit	4
Don't Stop Movin'	1
The Village of St. Bernadette	1
Don't Stop Believin'	2
She's a Mystery to Me	1
Lotta Love	2
I Like That	5
Business	2
Sowing The Seeds Of Love	2
Doctor Jones	1
Bedroom Eyes	2
Pon de Replay	2
Angie Baby	2
Song 2 - 2012 Remaster	2
Hero	3
Creepin' Up Slowly	2
Sweet Surrender	2
Only Wanna Be With You	1
Make Luv	3
Someday Never Comes	1
Left Outside Alone	1
Automatic	2
Know Your Worth	2
Listen To Your Heart	4
Baby Love - Juke Box Single Version	2
Come Out and Play	1
(You're) Having My Baby	2
Die In Your Arms	1
Glad All Over - 2019 - Remaster	1
Better Than Me	4
I Send A Message	3
It's All Over Now - Mono Version	2
Get It On	3
Skin Deep	1
Sounds of Then (This Is Australia)	3
Objection (Tango)	3
Come And See Her	2
Born This Way	5
The Animal Song	2
Better Than Love	2
Be Good Johnny	1
Down from Dover	1
Decode - Twilight Soundtrack Version	4
Never Really Over	3
What You've Done to Me	2
More Than a Feeling	2
More Than You Know	1
Bumble Bee - Mono Version	4
You Won't Find Another Fool Like Me	2
Wild At Heart	4
Replay	9
Señorita	5
hot girl bummer	3
On the Prowl	2
Let's Love	3
Levitating (feat. DaBaby)	2
Why Won't You Explain	1
Helen Wheels - Remastered 2010	1
I Still Haven't Found What I'm Looking For	1
Don't Leave Home	2
WHATS POPPIN	2
The Final Countdown	1
Mickey's Monkey - Album Version (Stereo)	5
Another Night	3
I Got U - Radio Edit	1
Four And Twenty Hours	1
When I Need You	2
Is There Something I Should Know?	6
Walk Of Life	3
In My Pocket	2
Do It Again - Remastered 2001	3
Moon River	2
Blame It on the Weatherman	2
Can You Feel It	1
The Way You Look Tonight - Remastered	2
I Don't Care (with Justin Bieber)	6
Prisoner of Society	6
I Walk the Line	2
Whisper Your Name	2
Gold	2
More Than Words Can Say	2
Keep on Loving You	2
Roxanne - Remastered 2003	2
Carrie Anne	2
Knowing Me, Knowing You	1
Try to Remember	3
Love Is A Bridge	1
Here I Go Again - Radio Mix	1
Don't Hold Your Breath	7
Standing On The Outside	1
Look Me In the Eye Sister	1
Let The Night Roll On	4
Fairground	3
Distant Sun	4
The Cure	1
Valentine	2
The Last Waltz	3
It's Only Natural	4
Undisclosed Desires	3
Our Perfect Disease	2
Love Lost	4
Lay Down Your Guns	3
Party	4
Blame It on the Rain	2
In My Mind (feat. Georgi Kay) - Axwell Radio Edit	1
You Spin Me Round (Like a Record)	1
New Americana	1
I Wanna Know (feat. Bea Miller)	3
Jump In The Pool	2
It's All Been Done	3
Listen People	2
My Band	2
Shooting Stars	1
Heroes - 2017 Remaster	2
The Unforgiven II	3
Calm Down	1
Kick	2
Rubberneckin' - Paul Oakenfold Remix / Radio Edit	3
Lips Of An Angel	4
Portsmouth	2
Whoomp! (There It Is)	4
Praying	4
To Die For	3
Two Hearts - 2016 Remaster	2
Miss You - Remastered	2
The Sky's the Limit	2
Mirror (feat. Wrabel)	1
Closer To The Edge	3
I Gotta Feeling	5
Lady Rose	2
Let It Be Me	2
Al di là	1
I Wanna Be Around	2
The Wanderer	2
One Step Closer	2
Puppet On A String	3
Precious	2
Turnaround	3
Needle In A Haystack	7
Never Say Never - Radio Edit	2
Naughty Girl	3
I Love The Nightlife (Disco 'Round)	2
Burnin' Up	2
Radioactive	6
Gett Off	4
Don't Let The Rain Come Down (Crooked Little Man)	4
The Drugs Don't Work - Remastered 2004	3
Tell Him (Duet with Barbra Streisand)	2
Beautiful Day	4
Stargazing	2
You Belong To Me - JX Mix	2
Savage	1
Norman	2
Percolator (Twist)	3
Carry On	3
Do You Really Want To Hurt Me	2
The Right Time	3
I Wanna Love You	1
Day After Day - Remastered 2010	1
Hallucinate	1
Too Fake	3
This Ole House	2
Affirmation	2
Stupid Love	4
You'll Never Walk Alone - Stereo; 1997 Remaster	2
Hate It Or Love It	2
Mandy	1
South of the Border (feat. Camila Cabello & Cardi B)	3
All at Once	2
Take Me Over	4
Lily Was Here (feat. Candy Dulfer)	1
Electric Feel	2
If Today Was Your Last Day	2
5.7.0.5	2
Back To You - From 13 Reasons Why – Season 2 Soundtrack	2
I've Told Every Little Star	3
Trigger	2
Sara	2
Him & I (with Halsey)	3
Ave Mary A	3
Hush Hush; Hush Hush / I Will Survive - Medley	4
Too Much (feat. Usher)	1
This Town	3
Your Love (9PM)	3
Drive Away	5
The Orange and the Green	2
Raindrops Keep Fallin On My Head	2
She's Got You - Single Version	1
Wired for Sound - 2001 Remaster	2
Knock You Down	5
Visiting Hours	4
How Do You Do It? - Mono	1
Go Let It Out	1
Randy Scouse Git	2
Burning Love	2
Versace on the Floor (Bruno Mars vs. David Guetta)	1
Free	3
Hey There Delilah - Bonus Track	1
Twist of Fate	2
Total Eclipse of the Heart - Dance Mix	1
Some Girls	2
Lazy Love	1
Love Never Felt So Good	4
Those Lazy, Hazy, Crazy Days Of Summer	1
I Hope (feat. Charlie Puth)	2
Get Down on It	4
Honest	6
Please Mister Postman - Remastered 2009	3
Brother	3
Viva Forever	4
Ain't Got Far to Go	2
Riders on the Storm	3
Beautiful People (feat. Benny Benassi)	1
Love To Love You Baby	2
Thursday	4
Rip It Up	4
Going On	4
It’s My Birthday	4
Best Day Of My Life	2
Take Me Home (feat. Bebe Rexha)	2
One Life Stand	3
Savage Love (Laxed - Siren Beat)	6
Me, Myself & I	2
Backroad Nation	1
Rocketeer	1
Blinding Lights	2
wish you were gay	2
It's My Party	5
Seemed Like a Good Idea (At the Time)	1
Jealous Guy	3
Saltwater	2
A-Punk	1
Sorry, Blame It On Me	1
Flames	4
Madder Red	2
Everybody's Fool	4
Thrift Shop (feat. Wanz)	9
The Tears Of A Clown	2
That's Rock 'N' Roll	2
See See Rider	3
Mony Mony - Live	2
Undecided	3
deja vu	3
All Stars	4
Kashmir - 1990 Remaster	2
Somethings Gotta Give	1
Chicken Fried	2
Geronimo	6
Baby Blue	1
Listen to the Band - Single Version	3
It's Four in the Morning	2
Ruby	4
Never Be Like You	3
Kiss Somebody	2
Tequila	2
Sunsets	3
Despacito - Remix	4
Touch It	2
Going Under	2
LoveGame	1
It's a Heartache	1
My Boyfriend's Back	3
Lost Without You	1
Waking Up In Vegas	1
Only Human	1
Say It	1
Stacy's Mom	1
Break Your Heart	6
Even When I'm Sleeping	4
If You Could Read My Mind	2
Sing C'est La Vie	1
It's a Long Way to the Top (If You Wanna Rock 'N' Roll)	3
Just Like You	1
Looks Like Sex	2
Cemetery	3
You Wear It Well	2
Monkey Wrench	7
If It's Lovin' That You Want	3
Numb / Encore	3
She Wants To Move	3
Glad You Came	2
Rock & Roll Music	2
Your Song	3
Midnight Blue	2
Never Ending Song of Love	1
You Can't Hurry Love - 2016 Remaster	3
Kiss Kiss (feat. T-Pain)	5
I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster	1
Humpin' Around - Radio Edit	4
I'm Gonna Make You Love Me	2
Body Like A Back Road	5
Love Don't Live Here Anymore	2
Green Light	2
No One	2
Payphone	1
One	11
Super Bass	1
Roots	2
Run Baby Run	2
Mask Off	2
Everything About You	2
If It Ain't Love	1
Hotel Room Service	2
Candida	1
Snail	2
SICKO MODE	2
The Saints Are Coming	2
I Like It Like That (feat. New Boyz)	1
Kiss and Say Goodbye	6
Pleasure And Pain	4
Young Girl	1
Freefallin - Radio Edit	1
Seventeen	3
Pamela Pamela	1
Heartbreak Hotel	3
Feel the Love (feat. John Newman)	1
Bow Chicka Wow Wow	3
Rock & Roll I Gave You The Best Years Of My Life	2
Imma Be	1
Don't You Love Me Anymore	3
Where Them Girls At (feat. Nicki Minaj & Flo Rida)	2
Batdance	2
Times Like These	1
The Mess I Made	2
I Shot The Sheriff	3
Cheap Thrills	8
Judy's Turn To Cry	4
Bridges	1
I Get Around (Mono)	3
Help! - Remastered 2009	1
Before I Fall in Love	2
(Sittin' On) the Dock of the Bay	1
Don't You Worry Child - Radio Edit	2
Where Is The Love?	7
Girlfriend - Radio Edit	3
Sound of Silence	2
I've Gotta Get A Message To You	3
Baby	2
Lucky	7
Borne on the Wind	2
Glory Days	2
I Hear You Knocking	2
Evil Woman	2
(Shake, Shake, Shake) Shake Your Booty	2
Get Out	1
I Remember	3
Boom Clap	6
Coming Back	2
In Too Deep	4
Shame and Scandal in the Family	1
Just Like Fire (From the Original Motion Picture "Alice Through The Looking Glass")	4
Sweet Melody	2
We Can Get Together	3
Hurricane	5
I Can't Wait	4
Theme from a Summer Place	2
Check It Out	3
On My Way	2
Midnight Run	1
Beautiful Lies	1
One Night In Bangkok - Radio Edit / From “Chess” / Remastered 2016	1
The Rockafeller Skank - Short Edit	2
Jet Lag (feat. Natasha Bedingfield)	4
Polaroid	2
Goodbyes (feat. Young Thug)	2
Broken (feat. Amy Lee)	1
Fergalicious	1
It Never Rains in Southern California	3
50 Ways to Say Goodbye	2
Welcome To The Jungle	6
Pure Shores	4
Fight for You	1
It's My Life	1
Get Down	1
All 4 Love	2
I Just Want To Be Your Everything	2
The Box	1
Circus	1
Mysterious Girl - Radio Edit	3
Little Jeannie	2
Summertime Blues	2
All My Friends (feat. Tinashe & Chance the Rapper)	2
Little Ole Wine Drinker, Me	1
Love in California	2
Luv Your Life	1
Time to Pretend	3
Take Me Out	2
The Boys Are Back In Town	2
Dum Dum - Single Version	1
ily (i love you baby) (feat. Emilee)	1
MK Ultra	2
10,000 Hours (with Justin Bieber)	4
My Completeness	2
Suspicious Minds	4
Take It Home	1
Stand By Your Man - Official Audio	2
Like I'm Gonna Lose You (feat. John Legend)	2
Breakin' In A Brand New Broken Heart	1
Keep The Faith	2
Comedown	1
Roadhouse Blues	3
Hands Of Love	1
Sexy Love	1
Should've Known Better	2
Achy Breaky Heart	3
Well Hello	5
Dream Police	2
Ruby Baby	1
Shoop Shoop Diddy Wop Cumma Cumma Wang Dang	2
Get Along	2
Rise	3
Let The Music Play	2
Soul Twist	1
Let The Four Winds Blow - Remastered 2002	2
When You Know	1
Listen to the Music	1
See You Again, Love Me Like You Do, Sugar - Acoustic Mashup	2
Its A Miracle - Remastered 2012	3
Ringo	2
Cat People (Putting Out Fire) - 2018 Remaster	2
Does Your Chewing Gum Lose It's Flavour (On The Bedpost Overnight)?	3
Oh Sherrie	2
Strings And Drums	1
Say It Right	3
Thumbs	1
Mrs Brown You've Got a Lovely Daughter - 1997 Remaster	5
Mr. Perfectly Fine (Taylor’s Version) (From The Vault)	1
Right Here Right Now	4
Open Up Your Eyes	2
Easy Love	2
Turn Up The Love	2
Run to Paradise	3
When the Lights Go Out - Radio Edit	3
Ship of Fools	3
1,2,3 Red Light	1
Old Rivers	3
Return of the Mack	3
Runnin'	2
Epic - 2009 Remaster	1
Animal	2
I Need A Dollar	2
Fall Down	4
The Flame	1
You Can Get It If You Really Want	1
Baby, I'm Jealous (feat. Doja Cat)	3
Promises (with Sam Smith)	3
Head over Feet - 2015 Remaster	1
Soldier	2
Walk Like a Man	1
Outside (feat. Ellie Goulding)	2
I Remember You	4
Leave a Light On	2
Theme From Shaft	2
Teardrops	3
Holding Out for a Hero - From "Footloose" Soundtrack	1
My Heart Has A Mind Of Its Own	3
Mambo No. 5 (A Little Bit of...)	6
Sixteen Reasons	1
From This Moment On - Pop On-Tour Version	2
Tonight I'm Yours (Don't Hurt Me)	1
I'm a Believer - 2006 Remaster	2
Somebody Loves You	1
Let's Talk About Sex	2
The Sound	1
I'm All Yours	5
Hard Rock Café	2
Drag Me Down	5
All In My Head (Flex) (feat. Fetty Wap)	2
Saturday in the Park - 2002 Remaster	4
Shot Me Down (feat. Skylar Grey) - Radio Edit	2
Gangsta	5
I Fall To Pieces - Single Version	4
Way down We Go	2
Rabbit Heart (Raise It Up)	2
Ooby Dooby	2
If I Could	2
Leave The Door Open	3
Move Closer	4
Emotions	1
Jeremy	4
Heaven	3
Chain Reaction	2
Kiss My Fat Ass	3
Mr. Lonely	1
Shotgun	1
Mmm Mmm Mmm Mmm	4
Takin' Care Of Business	10
Can I Get A Witness	1
Country Grammar (Hot Shit)	2
You're No Good	1
If This Is It	1
Starships	3
This Is How We Party	2
Flava	2
Puppy Love	3
Three Little Pigs	2
Brown Sugar - Remastered 2009	1
Stereo Hearts (feat. Adam Levine)	2
I Can't Stand the Rain	5
Kiss Me Now	3
Gravity	2
Stranger On The Shore	1
Wild Weekend	4
Bad (feat. Vassy) - Radio Edit	1
Life in Technicolor ii	2
Don't Start Now	1
Riptide	2
Calm Down (with Selena Gomez)	1
100% Pure Love	2
Delete	3
I Got You	10
Most Girls	2
Black and Blue	2
Payphone - Edit	2
Look At Her Now	3
Personality	3
People - 2007 Remastered	5
Miracle (with Ellie Goulding)	3
Getting Away With It (All Messed Up) - Vandalism Radio Edit	2
rockstar	2
When Doves Cry	4
1000 Miles Away	3
Always on My Mind	2
That's Not My Name	2
Blame (feat. John Newman)	3
3 Nights	4
Stupid Girl	4
Thunder	8
Hey Baby	2
Live Your Life	5
My Guy	2
Scar	1
Never Be The Same Again	1
One Too Many	3
Don't Throw Your Love Away - Mono	1
Go Bang	3
With Or Without You - Remastered 2007	1
Super Love	2
Shake Me Down	3
On the Beach - 1998 Remaster	3
Let Go for Tonight	3
7 Seconds (feat. Neneh Cherry)	4
Beautiful Mistakes (feat. Megan Thee Stallion)	2
Sealed with a Kiss	3
Washington Square	1
Up/Down	2
Goodbye Town	2
I Do (Cherish You)	3
After All These Years	1
Shine	6
Orinoco Flow - 2009 Remaster	2
You'll Lose A Good Thing	3
Viva La Vida	5
Oh Carolina	1
Somebody Dance with Me	1
(We're Gonna) Rock Around the Clock	3
Nothin' But A Good Time - Remastered 2006	2
Free Ride	3
I Love You More and More Every Day - Remastered	3
Back 2 Good	1
Fake It	3
Shut It Down (feat. Akon)	2
Puff, the Magic Dragon	1
Love Action (I Believe In Love)	1
William Tell	1
Addicted	3
I Will Survive - Single Version	1
Paradise City	4
LoveStoned / I Think She Knows - Radio Edit	2
Loving You Is Killing Me	2
Son of a Gun - Remastered for Fitness Beats	2
This Is Me	6
No Pressure	1
Lose Control (feat. Ciara & Fat Man Scoop)	2
Why Does It Always Rain on Me?	3
Fanfare for the Common Man - Single Edit	2
I'll Be There For You	2
Final Song	3
If You Leave Me Can I Come Too?	1
It Must Have Been Love - From the Film "Pretty Woman"	4
Fly Away	3
If You Could Only See	1
Whistle	1
Four Walls	2
Reunited	3
Cream - Without Rap Monologue	2
If You Wanna Stay	3
Here	3
Castles	2
Bad Boy for Life (feat. Black Rob & Mark Curry) - 2016 Remaster	2
Silly Weight	3
Papa Don't Preach	1
Double Barrel	2
